327, 29.632976 35.860385 50. 22. 7.632976 14.139615 7.855342 4.240542;
328, 29.318314 35.928502 50. 22. 7.318314 14.071498 7.817499 4.06573;
329, 28.957746 35.879243 50. 23. 5.957746 14.120757 7.844865 3.309859;
330, 28.632154 35.781074 50. 23. 5.632154 14.218926 7.899403 3.128975;
331, 28.349895 35.664201 50. 23. 5.349895 14.335799 7.964333 2.972164;
332, 27.74582 35.683369 50. 24. 3.74582 14.316631 7.953684 2.081011;
333, 27.542283 35.566806 50. 24. 3.542283 14.433194 8.018441 1.967935;
334, 27.055795 35.634691 51. 25. 2.055795 15.365309 8.536283 1.142109;
335, 26.769678 35.518282 51. 25. 1.769678 15.481718 8.600955 0.983154;
336, 26.565051 35.305556 51. 25. 1.565051 15.694444 8.719136 0.869473;
337, 26.565051 35.005654 51. 26. 0.565051 15.994346 8.885748 0.313917;
338, 26.40228 35.005654 51. 26. 0.40228 15.994346 8.885748 0.223489;
339, 26.198819 34.889804 51. 26. 0.198819 16.110196 8.950109 0.110455;
340, 25.7524 34.611142 51. 27. 1.2476 16.388858 9.104921 0.693111;
341, 25.264022 34.517054 51. 27. 1.735978 16.482946 9.157192 0.964432;
342, 24.730582 34.470178 52. 27. 2.269418 17.529822 9.73879 1.260788;
343, 24.519643 34.585241 52. 26. 1.480357 17.414759 9.674866 0.822421;
344, 24.557652 34.768395 52. 25. 0.442348 17.231605 9.573114 0.245749;
345, 24.595772 34.883557 52. 23. 1.595772 17.116443 9.509135 0.88654;
346, 24.961353 35.161815 52. 22. 2.961353 16.838185 9.354547 1.645196;
347, 25.250028 35.209615 52. 21. 4.250028 16.790385 9.327992 2.361126;
